Kantons-Nummer,Kanton,Gemeinde-Nummer,Gemeinde,Stimmberechtigte,eingelegte Stimmzettel,Stimmbeteiligung,leere Stimmzettel,ungültige Stimmzettel,gültige Stimmen,Ja-Stimmen,Nein-Stimmen,Ja in Prozent
19,Aargau,4240,Waltenschwil,2044.0,887.0,43.3953033268102,17.0,0.0,870.0,327.0,543.0,37.5862068965517
19,Aargau,4258,Rheinfelden,7667.0,3442.0,44.8937002739011,71.0,1.0,3370.0,1617.0,1753.0,47.9821958456973
20,Thurgau,4683,Lengwil,1001.0,491.0,49.0509490509491,7.0,19.0,465.0,155.0,310.0,33.3333333333333
23,Valais / Wallis,6204,Steg-Hohtenn,1160.0,724.0,62.4137931034483,20.0,5.0,699.0,357.0,342.0,51.0729613733906
20,Thurgau,4901,Birwinken,950.0,480.0,50.5263157894737,5.0,3.0,472.0,169.0,303.0,35.8050847457627
22,Vaud,5414,Villeneuve (VD),2750.0,1059.0,38.5090909090909,68.0,2.0,989.0,419.0,570.0,42.366026289181
19,Aargau,4175,Oeschgen,693.0,324.0,46.7532467532468,6.0,0.0,318.0,143.0,175.0,44.9685534591195
26,Jura,6719,Pleigne,315.0,164.0,52.0634920634921,6.0,2.0,156.0,42.0,114.0,26.9230769230769
26,Jura,6751,Montfaucon,458.0,241.0,52.6200873362446,5.0,2.0,234.0,72.0,162.0,30.7692307692308
21,Ticino,5315,Linescio,44.0,21.0,47.7272727272727,3.0,0.0,18.0,8.0,10.0,44.4444444444444
15,Appenzell Ausserrhoden,3038,Wolfhalden,1298.0,625.0,48.1510015408321,7.0,0.0,618.0,307.0,311.0,49.6763754045308
10,Fribourg / Freiburg,2306,Tafers,2345.0,1070.0,45.6289978678038,16.0,7.0,1047.0,294.0,753.0,28.080229226361
21,Ticino,5195,Maroggia,382.0,172.0,45.0261780104712,17.0,0.0,155.0,59.0,96.0,38.0645161290323
22,Vaud,5688,Syens,93.0,45.0,48.3870967741936,2.0,0.0,43.0,11.0,32.0,25.5813953488372
22,Vaud,5516,Cugy (VD),1581.0,781.0,49.3991144845035,46.0,2.0,733.0,264.0,469.0,36.0163710777626
18,Graubünden / Grigioni / Grischun,3752,Samnaun,520.0,204.0,39.2307692307692,2.0,0.0,202.0,77.0,125.0,38.1188118811881
17,St. Gallen,3202,Muolen,854.0,484.0,56.6744730679157,8.0,0.0,476.0,115.0,361.0,24.1596638655462
3,Luzern,1063,Meggen,5127.0,3088.0,60.2301540862103,62.0,3.0,3023.0,1318.0,1705.0,43.5990737677804
22,Vaud,5435,Saint-Livres,466.0,235.0,50.4291845493562,11.0,0.0,224.0,95.0,129.0,42.4107142857143
22,Vaud,5582,Cheseaux-sur-Lausanne,2688.0,1199.0,44.6056547619048,58.0,1.0,1140.0,408.0,732.0,35.7894736842105
22,Vaud,5885,Jongny,952.0,488.0,51.2605042016807,33.0,0.0,455.0,172.0,283.0,37.8021978021978
1,Zürich,135,Kilchberg (ZH),4888.0,3170.0,64.8527004909984,74.0,0.0,3096.0,1355.0,1741.0,43.766149870801
14,Schaffhausen,2939,Schaffhausen,23036.0,15202.0,65.9923597846849,1248.0,7.0,13947.0,7763.0,6184.0,55.6607155660716
3,Luzern,1102,Sempach,2990.0,1683.0,56.2876254180602,28.0,18.0,1637.0,477.0,1160.0,29.1386682956628
11,Solothurn,2523,Horriwil,657.0,349.0,53.1202435312025,10.0,0.0,339.0,139.0,200.0,41.0029498525074
20,Thurgau,4606,Stettfurt,867.0,514.0,59.284890426759,7.0,4.0,503.0,204.0,299.0,40.5566600397614
22,Vaud,5790,Maracon,342.0,174.0,50.8771929824562,10.0,1.0,163.0,77.0,86.0,47.239263803681
15,Appenzell Ausserrhoden,3007,Waldstatt,1335.0,691.0,51.7602996254682,8.0,0.0,683.0,228.0,455.0,33.3821376281113
2,Bern / Berne,359,Vechigen,4064.0,2266.0,55.757874015748,49.0,0.0,2217.0,920.0,1297.0,41.4975191700496
2,Bern / Berne,747,Scheuren,347.0,168.0,48.4149855907781,7.0,0.0,161.0,58.0,103.0,36.0248447204969
11,Solothurn,2530,Recherswil,1481.0,657.0,44.3619176232276,8.0,0.0,649.0,360.0,289.0,55.4699537750385
2,Bern / Berne,754,Walperswil,781.0,339.0,43.4058898847631,6.0,0.0,333.0,108.0,225.0,32.4324324324324
25,Genève,6628,Lancy,16411.0,6794.0,41.399061605021,417.0,0.0,6377.0,3970.0,2407.0,62.2549788301709
14,Schaffhausen,2971,Hallau,1543.0,1015.0,65.7809462086844,30.0,0.0,985.0,437.0,548.0,44.3654822335025
20,Thurgau,4611,Thundorf,1035.0,512.0,49.4685990338164,5.0,12.0,495.0,166.0,329.0,33.5353535353535
13,Basel-Landschaft,2833,Seltisberg,1028.0,621.0,60.4085603112841,10.0,6.0,605.0,315.0,290.0,52.0661157024794
21,Ticino,5131,Tenero-Contra,1976.0,849.0,42.9655870445344,25.0,5.0,819.0,401.0,418.0,48.962148962149
22,Vaud,5822,Payerne,4818.0,1776.0,36.8617683686177,64.0,6.0,1706.0,546.0,1160.0,32.0046893317702
10,Fribourg / Freiburg,2335,Saint-Martin (FR),708.0,347.0,49.0112994350283,12.0,1.0,334.0,90.0,244.0,26.9461077844311
22,Vaud,5564,Novalles,73.0,38.0,52.054794520548,0.0,0.0,38.0,6.0,32.0,15.7894736842105
2,Bern / Berne,991,Walliswil bei Wangen,506.0,205.0,40.5138339920949,5.0,0.0,200.0,86.0,114.0,43.0
10,Fribourg / Freiburg,2276,Ried bei Kerzers,833.0,396.0,47.5390156062425,6.0,0.0,390.0,111.0,279.0,28.4615384615385
22,Vaud,5749,Chavornay,2951.0,1143.0,38.7326330057608,58.0,2.0,1083.0,370.0,713.0,34.1643582640813
2,Bern / Berne,353,Bremgarten bei Bern,3258.0,1980.0,60.7734806629834,77.0,0.0,1903.0,969.0,934.0,50.9196006305833
24,Neuchâtel,6412,Peseux,3240.0,1810.0,55.8641975308642,98.0,1.0,1711.0,789.0,922.0,46.1133839859731
22,Vaud,5644,Reverolle,245.0,158.0,64.4897959183674,6.0,4.0,148.0,53.0,95.0,35.8108108108108
2,Bern / Berne,733,Brügg,2822.0,1145.0,40.5740609496811,27.0,0.0,1118.0,608.0,510.0,54.3828264758497
2,Bern / Berne,842,Lauenen,588.0,318.0,54.0816326530612,6.0,1.0,311.0,200.0,111.0,64.3086816720257
22,Vaud,5484,Gollion,616.0,267.0,43.3441558441558,22.0,0.0,245.0,86.0,159.0,35.1020408163265
2,Bern / Berne,746,Safnern,1468.0,713.0,48.5694822888284,12.0,0.0,701.0,336.0,365.0,47.9315263908702
20,Thurgau,4841,Pfyn,1365.0,632.0,46.3003663003663,10.0,11.0,611.0,221.0,390.0,36.1702127659575
18,Graubünden / Grigioni / Grischun,3681,Avers,151.0,91.0,60.2649006622517,0.0,0.0,91.0,42.0,49.0,46.1538461538462
20,Thurgau,4681,Langrickenbach,863.0,477.0,55.2723059096176,5.0,9.0,463.0,128.0,335.0,27.6457883369331
23,Valais / Wallis,6191,Ausserberg,488.0,333.0,68.2377049180328,3.0,2.0,328.0,178.0,150.0,54.2682926829268
18,Graubünden / Grigioni / Grischun,3638,Scharans,659.0,370.0,56.1456752655539,2.0,6.0,362.0,200.0,162.0,55.2486187845304
19,Aargau,4196,Fahrwangen,1327.0,509.0,38.3571966842502,11.0,0.0,498.0,198.0,300.0,39.7590361445783
1,Zürich,85,Dänikon,1106.0,542.0,49.0054249547921,6.0,0.0,536.0,230.0,306.0,42.910447761194
23,Valais / Wallis,6263,Grimisuat,2292.0,1339.0,58.4205933682374,49.0,34.0,1256.0,569.0,687.0,45.3025477707006
18,Graubünden / Grigioni / Grischun,3733,Tamins,870.0,457.0,52.5287356321839,2.0,6.0,449.0,237.0,212.0,52.7839643652561
2,Bern / Berne,979,Herzogenbuchsee,4874.0,2148.0,44.0705785802216,50.0,0.0,2098.0,831.0,1267.0,39.6091515729266
2,Bern / Berne,734,Bühl,385.0,185.0,48.0519480519481,4.0,0.0,181.0,83.0,98.0,45.8563535911602
10,Fribourg / Freiburg,2235,La Sonnaz,808.0,358.0,44.3069306930693,11.0,1.0,346.0,109.0,237.0,31.5028901734104
10,Fribourg / Freiburg,2302,St. Antoni,1617.0,752.0,46.5058750773037,9.0,4.0,739.0,183.0,556.0,24.7631935047361
17,St. Gallen,3236,St. Margrethen,2553.0,1080.0,42.3031727379554,16.0,0.0,1064.0,458.0,606.0,43.0451127819549
11,Solothurn,2545,Flumenthal,755.0,352.0,46.6225165562914,11.0,0.0,341.0,147.0,194.0,43.108504398827
2,Bern / Berne,627,Worb,8038.0,4081.0,50.771336153272,125.0,2.0,3954.0,1755.0,2199.0,44.3854324734446
14,Schaffhausen,2933,Buchberg,659.0,530.0,80.4248861911988,31.0,0.0,499.0,227.0,272.0,45.4909819639279
19,Aargau,4044,Untersiggenthal,4249.0,2072.0,48.7644151565074,49.0,0.0,2023.0,874.0,1149.0,43.2031636183885
2,Bern / Berne,925,Fahrni,632.0,325.0,51.4240506329114,7.0,0.0,318.0,91.0,227.0,28.6163522012579
11,Solothurn,2408,Wolfwil,1665.0,700.0,42.042042042042,7.0,0.0,693.0,252.0,441.0,36.3636363636364
13,Basel-Landschaft,2885,Eptingen,397.0,189.0,47.6070528967254,1.0,1.0,187.0,75.0,112.0,40.1069518716578
23,Valais / Wallis,6058,Fieschertal,229.0,130.0,56.7685589519651,2.0,3.0,125.0,44.0,81.0,35.2
2,Bern / Berne,354,Kirchlindach,2361.0,1564.0,66.2431173231682,42.0,0.0,1522.0,685.0,837.0,45.0065703022339
1,Zürich,294,Elgg,3313.0,1771.0,53.456082100815,33.0,0.0,1738.0,778.0,960.0,44.7640966628308
21,Ticino,5149,Bedigliora,521.0,239.0,45.873320537428,10.0,2.0,227.0,126.0,101.0,55.5066079295154
10,Fribourg / Freiburg,2097,Rue,1050.0,407.0,38.7619047619048,15.0,0.0,392.0,123.0,269.0,31.3775510204082
20,Thurgau,4711,Affeltrangen,1678.0,805.0,47.973778307509,3.0,23.0,779.0,257.0,522.0,32.9910141206675
17,St. Gallen,3426,Zuzwil (SG),3379.0,1783.0,52.7670908552826,21.0,1.0,1761.0,546.0,1215.0,31.0051107325383
14,Schaffhausen,2951,Beggingen,380.0,264.0,69.4736842105263,8.0,1.0,255.0,113.0,142.0,44.3137254901961
21,Ticino,5167,Canobbio,1406.0,625.0,44.452347083926,24.0,5.0,596.0,273.0,323.0,45.8053691275168
22,Vaud,5935,Villars-Epeney,72.0,48.0,66.6666666666667,2.0,0.0,46.0,17.0,29.0,36.9565217391304
1,Zürich,41,Truttikon,356.0,214.0,60.1123595505618,3.0,0.0,211.0,73.0,138.0,34.5971563981043
10,Fribourg / Freiburg,2271,Meyriez,451.0,265.0,58.7583148558758,10.0,0.0,255.0,106.0,149.0,41.5686274509804
20,Thurgau,4561,Felben-Wellhausen,1832.0,769.0,41.9759825327511,15.0,22.0,732.0,280.0,452.0,38.2513661202186
19,Aargau,4230,Buttwil,866.0,406.0,46.8822170900693,10.0,0.0,396.0,169.0,227.0,42.6767676767677
25,Genève,6624,Gy,297.0,174.0,58.5858585858586,14.0,0.0,160.0,99.0,61.0,61.875
19,Aargau,4192,Boniswil,1009.0,502.0,49.7522299306244,12.0,0.0,490.0,219.0,271.0,44.6938775510204
23,Valais / Wallis,6212,Dorénaz,631.0,341.0,54.041204437401,15.0,18.0,308.0,142.0,166.0,46.1038961038961
2,Bern / Berne,420,Rüdtligen-Alchenflüh,1544.0,589.0,38.1476683937824,14.0,0.0,575.0,227.0,348.0,39.4782608695652
23,Valais / Wallis,6261,Arbaz,890.0,531.0,59.6629213483146,20.0,11.0,500.0,253.0,247.0,50.6
4,Uri,1211,Isenthal,382.0,212.0,55.4973821989529,0.0,0.0,212.0,38.0,174.0,17.9245283018868
19,Aargau,4079,Unterlunkhofen,1026.0,516.0,50.2923976608187,7.0,0.0,509.0,207.0,302.0,40.6679764243615
23,Valais / Wallis,6283,Embd,242.0,129.0,53.305785123967,0.0,0.0,129.0,98.0,31.0,75.968992248062
6,Obwalden,1407,Sarnen,7412.0,4135.0,55.7879114948732,88.0,73.0,3974.0,1543.0,2431.0,38.8273779567187
20,Thurgau,4891,Berg (TG),2285.0,1120.0,49.0153172866521,23.0,18.0,1079.0,341.0,738.0,31.6033364226135
19,Aargau,4034,Neuenhof,3748.0,1360.0,36.2860192102455,33.0,0.0,1327.0,646.0,681.0,48.6812358703843
22,Vaud,5831,Valbroye,1948.0,868.0,44.558521560575,25.0,1.0,842.0,207.0,635.0,24.5843230403801
3,Luzern,1100,Schlierbach,606.0,357.0,58.9108910891089,4.0,1.0,352.0,52.0,300.0,14.7727272727273
2,Bern / Berne,336,Reisiswil,147.0,65.0,44.2176870748299,1.0,0.0,64.0,13.0,51.0,20.3125
22,Vaud,5655,Yens,841.0,496.0,58.9774078478003,28.0,0.0,468.0,143.0,325.0,30.5555555555556
13,Basel-Landschaft,2854,Nusshof,199.0,103.0,51.7587939698493,0.0,1.0,102.0,44.0,58.0,43.1372549019608
23,Valais / Wallis,6219,Vernayaz,1169.0,576.0,49.2728828058169,23.0,6.0,547.0,272.0,275.0,49.7257769652651
17,St. Gallen,3254,Oberriet (SG),5857.0,2616.0,44.664504012293,29.0,1.0,2586.0,907.0,1679.0,35.0734725444702
2,Bern / Berne,947,Zwieselberg,244.0,121.0,49.5901639344262,6.0,0.0,115.0,54.0,61.0,46.9565217391304
10,Fribourg / Freiburg,2198,Granges-Paccot,1932.0,676.0,34.9896480331263,40.0,0.0,636.0,233.0,403.0,36.6352201257862
1,Zürich,28,Flaach,976.0,550.0,56.3524590163935,10.0,0.0,540.0,192.0,348.0,35.5555555555556
2,Bern / Berne,931,Homberg,385.0,215.0,55.8441558441559,7.0,0.0,208.0,67.0,141.0,32.2115384615385
18,Graubünden / Grigioni / Grischun,3762,Scuol,3200.0,1433.0,44.78125,27.0,11.0,1395.0,728.0,667.0,52.1863799283154
13,Basel-Landschaft,2828,Lausen,3160.0,1474.0,46.6455696202532,35.0,13.0,1426.0,703.0,723.0,49.2987377279103
18,Graubünden / Grigioni / Grischun,3871,Klosters-Serneus,3234.0,1926.0,59.5547309833024,17.0,38.0,1871.0,986.0,885.0,52.699091394976
20,Thurgau,4801,Berlingen,580.0,322.0,55.5172413793104,3.0,0.0,319.0,165.0,154.0,51.7241379310345
10,Fribourg / Freiburg,2259,Galmiz,461.0,220.0,47.7223427331887,4.0,0.0,216.0,82.0,134.0,37.962962962963
22,Vaud,5471,Bettens,364.0,155.0,42.5824175824176,8.0,0.0,147.0,50.0,97.0,34.0136054421769
1,Zürich,199,Volketswil,11264.0,4896.0,43.4659090909091,93.0,2.0,4801.0,2174.0,2627.0,45.2822328681525
25,Genève,6620,Dardagny,1035.0,435.0,42.0289855072464,10.0,0.0,425.0,238.0,187.0,56.0
20,Thurgau,4591,Matzingen,1746.0,724.0,41.4662084765178,7.0,4.0,713.0,283.0,430.0,39.6914446002805
2,Bern / Berne,616,Münsingen,9403.0,5183.0,55.1207061576093,194.0,0.0,4989.0,2381.0,2608.0,47.7249949889758
18,Graubünden / Grigioni / Grischun,3983,Medel (Lucmagn),340.0,171.0,50.2941176470588,1.0,1.0,169.0,82.0,87.0,48.5207100591716
2,Bern / Berne,939,Steffisburg,11880.0,5860.0,49.3265993265993,163.0,0.0,5697.0,2704.0,2993.0,47.4635773213972
26,Jura,6712,Develier,968.0,430.0,44.4214876033058,11.0,0.0,419.0,125.0,294.0,29.8329355608592
21,Ticino,5287,Riviera,2412.0,960.0,39.8009950248756,37.0,1.0,922.0,451.0,471.0,48.9154013015185
17,St. Gallen,3295,Quarten,2018.0,1017.0,50.396432111001,13.0,0.0,1004.0,435.0,569.0,43.3266932270916
17,St. Gallen,3427,Wil (SG),14306.0,6925.0,48.4062631063889,122.0,0.0,6803.0,2814.0,3989.0,41.3641040717331
19,Aargau,4076,Sarmenstorf,1962.0,878.0,44.750254841998,13.0,0.0,865.0,308.0,557.0,35.606936416185
11,Solothurn,2518,Etziken,681.0,307.0,45.0807635829662,4.0,0.0,303.0,121.0,182.0,39.9339933993399
