Kantons-Nummer,Kanton,Gemeinde-Nummer,Gemeinde,Stimmberechtigte,eingelegte Stimmzettel,Stimmbeteiligung,leere Stimmzettel,ungültige Stimmzettel,gültige Stimmen,Ja-Stimmen,Nein-Stimmen,Ja in Prozent
3,Luzern,1142,Roggliswil,525.0,265.0,50.4761904761905,1.0,4.0,260.0,69.0,191.0,26.5384615384615
10,Fribourg / Freiburg,2261,Greng,131.0,79.0,60.3053435114504,0.0,0.0,79.0,28.0,51.0,35.4430379746835
23,Valais / Wallis,6300,Zermatt,2910.0,1242.0,42.680412371134,24.0,29.0,1189.0,639.0,550.0,53.7426408746846
11,Solothurn,2556,Selzach,2427.0,999.0,41.1619283065513,24.0,1.0,974.0,446.0,528.0,45.7905544147844
17,St. Gallen,3217,Steinach,2261.0,950.0,42.0168067226891,23.0,0.0,927.0,356.0,571.0,38.403451995685
22,Vaud,5683,Prévonloup,129.0,71.0,55.0387596899225,2.0,0.0,69.0,10.0,59.0,14.4927536231884
18,Graubünden / Grigioni / Grischun,3722,Domat/Ems,5099.0,2381.0,46.695430476564,45.0,11.0,2325.0,1210.0,1115.0,52.0430107526882
25,Genève,6618,Confignon,2944.0,1465.0,49.7622282608696,113.0,1.0,1351.0,787.0,564.0,58.2531458179127
17,St. Gallen,3372,Hemberg,652.0,387.0,59.3558282208589,0.0,1.0,386.0,116.0,270.0,30.0518134715026
2,Bern / Berne,603,Biglen,1424.0,644.0,45.2247191011236,19.0,0.0,625.0,263.0,362.0,42.08
10,Fribourg / Freiburg,2111,Villaz-Saint-Pierre,796.0,471.0,59.1708542713568,11.0,0.0,460.0,104.0,356.0,22.6086956521739
14,Schaffhausen,2937,Neuhausen am Rheinfall,5385.0,3198.0,59.3871866295265,214.0,3.0,2981.0,1624.0,1357.0,54.4783629654479
19,Aargau,4039,Remetschwil,1416.0,727.0,51.3418079096045,7.0,1.0,719.0,281.0,438.0,39.0820584144645
18,Graubünden / Grigioni / Grischun,3932,Tschiertschen-Praden,242.0,112.0,46.2809917355372,2.0,0.0,110.0,63.0,47.0,57.2727272727273
22,Vaud,5604,Forel (Lavaux),1346.0,669.0,49.702823179792,34.0,3.0,632.0,270.0,362.0,42.7215189873418
2,Bern / Berne,663,Frauenkappelen,947.0,503.0,53.1151003167899,17.0,0.0,486.0,174.0,312.0,35.8024691358025
2,Bern / Berne,755,Worben,1691.0,736.0,43.5245416913069,16.0,0.0,720.0,339.0,381.0,47.0833333333333
3,Luzern,1143,Schötz,2822.0,1224.0,43.3734939759036,11.0,3.0,1210.0,276.0,934.0,22.8099173553719
22,Vaud,5554,Concise,649.0,317.0,48.84437596302,15.0,0.0,302.0,119.0,183.0,39.4039735099338
18,Graubünden / Grigioni / Grischun,3764,Valsot,687.0,279.0,40.6113537117904,2.0,0.0,277.0,117.0,160.0,42.2382671480145
2,Bern / Berne,566,Krattigen,903.0,473.0,52.3809523809524,10.0,0.0,463.0,238.0,225.0,51.4038876889849
18,Graubünden / Grigioni / Grischun,3804,Buseno,70.0,33.0,47.1428571428571,1.0,0.0,32.0,19.0,13.0,59.375
22,Vaud,5764,Vallorbe,2108.0,813.0,38.5673624288425,32.0,0.0,781.0,312.0,469.0,39.9487836107554
15,Appenzell Ausserrhoden,3022,Gais,2270.0,1258.0,55.4185022026432,21.0,7.0,1230.0,508.0,722.0,41.3008130081301
21,Ticino,5196,Massagno,3232.0,1462.0,45.2351485148515,69.0,6.0,1387.0,621.0,766.0,44.7728911319394
1,Zürich,223,Neftenbach,3886.0,2114.0,54.4004117344313,44.0,0.0,2070.0,834.0,1236.0,40.2898550724638
21,Ticino,5077,Pollegio,438.0,186.0,42.4657534246575,8.0,1.0,177.0,94.0,83.0,53.1073446327684
1,Zürich,3,Bonstetten,3650.0,2086.0,57.1506849315069,52.0,0.0,2034.0,887.0,1147.0,43.6086529006883
21,Ticino,5112,Lavertezzo,797.0,314.0,39.3977415307403,17.0,0.0,297.0,140.0,157.0,47.1380471380471
3,Luzern,1131,Grossdietwil,637.0,335.0,52.5902668759812,5.0,1.0,329.0,72.0,257.0,21.8844984802432
22,Vaud,5426,Bougy-Villars,268.0,143.0,53.3582089552239,4.0,0.0,139.0,66.0,73.0,47.4820143884892
2,Bern / Berne,629,Oberhünigen,239.0,121.0,50.6276150627615,1.0,0.0,120.0,31.0,89.0,25.8333333333333
23,Valais / Wallis,6077,Goms,956.0,582.0,60.8786610878661,6.0,12.0,564.0,256.0,308.0,45.3900709219858
2,Bern / Berne,495,Gampelen,640.0,276.0,43.125,0.0,8.0,268.0,98.0,170.0,36.5671641791045
2,Bern / Berne,731,Aegerten,1449.0,576.0,39.7515527950311,10.0,0.0,566.0,318.0,248.0,56.1837455830389
13,Basel-Landschaft,2887,Lampenberg,377.0,239.0,63.395225464191,2.0,0.0,237.0,111.0,126.0,46.8354430379747
2,Bern / Berne,885,Uttigen,1627.0,839.0,51.5673017824217,32.0,0.0,807.0,370.0,437.0,45.8488228004957
2,Bern / Berne,501,Tschugg,306.0,178.0,58.1699346405229,1.0,0.0,177.0,78.0,99.0,44.0677966101695
22,Vaud,5581,Belmont-sur-Lausanne,2223.0,1112.0,50.0224921277553,76.0,0.0,1036.0,439.0,597.0,42.3745173745174
2,Bern / Berne,424,Wynigen,1685.0,815.0,48.3679525222552,13.0,0.0,802.0,240.0,562.0,29.925187032419
10,Fribourg / Freiburg,2299,Plaffeien,2780.0,1107.0,39.8201438848921,12.0,2.0,1093.0,392.0,701.0,35.864592863678
21,Ticino,5071,Dalpe,158.0,89.0,56.3291139240506,3.0,0.0,86.0,44.0,42.0,51.1627906976744
23,Valais / Wallis,6293,Stalden (VS),872.0,539.0,61.8119266055046,15.0,0.0,524.0,295.0,229.0,56.2977099236641
13,Basel-Landschaft,2853,Maisprach,684.0,350.0,51.1695906432749,2.0,10.0,338.0,163.0,175.0,48.2248520710059
4,Uri,1218,Spiringen,675.0,317.0,46.962962962963,3.0,1.0,313.0,107.0,206.0,34.185303514377
2,Bern / Berne,793,St. Stephan,1053.0,684.0,64.957264957265,16.0,0.0,668.0,327.0,341.0,48.9520958083832
2,Bern / Berne,533,Bätterkinden,2510.0,1271.0,50.6374501992032,27.0,13.0,1231.0,519.0,712.0,42.1608448415922
19,Aargau,4280,Oftringen,7241.0,2667.0,36.8319292915343,41.0,1.0,2625.0,1150.0,1475.0,43.8095238095238
2,Bern / Berne,437,Mont-Tramelan,112.0,59.0,52.6785714285714,0.0,0.0,59.0,10.0,49.0,16.9491525423729
2,Bern / Berne,791,Boltigen,1061.0,480.0,45.2403393025448,9.0,0.0,471.0,262.0,209.0,55.6263269639066
19,Aargau,4122,Villnachern,1102.0,566.0,51.3611615245009,12.0,0.0,554.0,205.0,349.0,37.0036101083033
21,Ticino,5154,Bissone,490.0,225.0,45.9183673469388,11.0,0.0,214.0,82.0,132.0,38.3177570093458
2,Bern / Berne,588,Niederried bei Interlaken,275.0,125.0,45.4545454545455,3.0,0.0,122.0,78.0,44.0,63.9344262295082
11,Solothurn,2424,Herbetswil,427.0,210.0,49.1803278688525,6.0,0.0,204.0,80.0,124.0,39.2156862745098
11,Solothurn,2492,Kienberg,393.0,204.0,51.9083969465649,3.0,0.0,201.0,84.0,117.0,41.7910447761194
2,Bern / Berne,866,Gerzensee,938.0,502.0,53.5181236673774,7.0,0.0,495.0,184.0,311.0,37.1717171717172
26,Jura,6703,Bourrignon,234.0,132.0,56.4102564102564,2.0,0.0,130.0,24.0,106.0,18.4615384615385
13,Basel-Landschaft,2891,Niederdorf,1186.0,494.0,41.6526138279933,8.0,8.0,478.0,234.0,244.0,48.9539748953975
23,Valais / Wallis,6034,Orsières,2151.0,1373.0,63.8307763830776,45.0,14.0,1314.0,472.0,842.0,35.9208523592085
10,Fribourg / Freiburg,2137,Hauteville,450.0,196.0,43.5555555555556,4.0,2.0,190.0,43.0,147.0,22.6315789473684
21,Ticino,5304,Bosco/Gurin,43.0,27.0,62.7906976744186,0.0,0.0,27.0,23.0,4.0,85.1851851851852
14,Schaffhausen,2915,Dörflingen,681.0,513.0,75.3303964757709,41.0,0.0,472.0,238.0,234.0,50.4237288135593
19,Aargau,4005,Erlinsbach (AG),2858.0,1509.0,52.7991602519244,24.0,0.0,1485.0,637.0,848.0,42.8956228956229
22,Vaud,5635,Ecublens (VD),5539.0,2280.0,41.162664740928,136.0,1.0,2143.0,941.0,1202.0,43.9104059729351
3,Luzern,1039,Römerswil,1260.0,730.0,57.936507936508,7.0,4.0,719.0,181.0,538.0,25.1738525730181
10,Fribourg / Freiburg,2338,La Verrerie,787.0,385.0,48.9199491740788,8.0,2.0,375.0,72.0,303.0,19.2
13,Basel-Landschaft,2773,Reinach (BL),12844.0,6353.0,49.4627841793834,119.0,179.0,6055.0,3134.0,2921.0,51.7588769611891
2,Bern / Berne,326,Gondiswil,602.0,282.0,46.843853820598,4.0,0.0,278.0,66.0,212.0,23.7410071942446
2,Bern / Berne,305,Kappelen,1089.0,484.0,44.4444444444444,7.0,0.0,477.0,167.0,310.0,35.0104821802935
17,St. Gallen,3444,Waldkirch,2400.0,1172.0,48.8333333333333,9.0,0.0,1163.0,257.0,906.0,22.0980223559759
11,Solothurn,2479,Rodersdorf,1013.0,629.0,62.0927936821323,16.0,0.0,613.0,423.0,190.0,69.0048939641109
2,Bern / Berne,334,Obersteckholz,346.0,166.0,47.9768786127168,3.0,0.0,163.0,64.0,99.0,39.2638036809816
5,Schwyz,1344,Lachen,5216.0,2569.0,49.2523006134969,36.0,2.0,2531.0,1154.0,1377.0,45.5946266297906
23,Valais / Wallis,6133,Fully,5604.0,3070.0,54.7822983583155,147.0,81.0,2842.0,1278.0,1564.0,44.9683321604504
1,Zürich,250,Urdorf,6048.0,2971.0,49.1236772486773,49.0,17.0,2905.0,1429.0,1476.0,49.1910499139415
19,Aargau,4065,Dottikon,2007.0,817.0,40.7075236671649,13.0,0.0,804.0,301.0,503.0,37.4378109452736
2,Bern / Berne,502,Vinelz,671.0,361.0,53.8002980625932,6.0,0.0,355.0,146.0,209.0,41.1267605633803
5,Schwyz,1323,Wollerau,4715.0,2596.0,55.0583244962885,22.0,29.0,2545.0,1023.0,1522.0,40.196463654224
22,Vaud,5785,Corcelles-le-Jorat,299.0,167.0,55.8528428093646,3.0,0.0,164.0,50.0,114.0,30.4878048780488
17,St. Gallen,3201,Häggenschwil,943.0,497.0,52.7041357370096,2.0,0.0,495.0,113.0,382.0,22.8282828282828
19,Aargau,4030,Killwangen,1189.0,506.0,42.5567703952902,6.0,0.0,500.0,216.0,284.0,43.2
2,Bern / Berne,716,Petit-Val,317.0,200.0,63.0914826498423,3.0,0.0,197.0,66.0,131.0,33.502538071066
2,Bern / Berne,392,Pieterlen,2530.0,913.0,36.0869565217391,15.0,11.0,887.0,452.0,435.0,50.9582863585119
4,Uri,1204,Bauen,132.0,61.0,46.2121212121212,3.0,0.0,58.0,20.0,38.0,34.4827586206897
22,Vaud,5882,Chardonne,1892.0,1017.0,53.7526427061311,65.0,2.0,950.0,425.0,525.0,44.7368421052632
10,Fribourg / Freiburg,2284,Mont-Vully,2673.0,1190.0,44.519266741489,32.0,11.0,1147.0,521.0,626.0,45.4228421970358
11,Solothurn,2583,Schönenwerd,2578.0,1041.0,40.3801396431342,29.0,0.0,1012.0,505.0,507.0,49.901185770751
23,Valais / Wallis,6218,Salvan,1068.0,603.0,56.4606741573034,32.0,3.0,568.0,305.0,263.0,53.6971830985916
1,Zürich,216,Dinhard,1193.0,666.0,55.8256496227997,8.0,0.0,658.0,274.0,384.0,41.6413373860182
3,Luzern,1024,Emmen,16837.0,6875.0,40.8326899091287,127.0,10.0,6738.0,2888.0,3850.0,42.8613831997625
21,Ticino,5230,Vernate,414.0,216.0,52.1739130434783,4.0,0.0,212.0,123.0,89.0,58.0188679245283
2,Bern / Berne,622,Oppligen,524.0,260.0,49.618320610687,8.0,0.0,252.0,87.0,165.0,34.5238095238095
22,Vaud,5561,Grandson,2174.0,918.0,42.2263109475621,48.0,2.0,868.0,340.0,528.0,39.1705069124424
24,Neuchâtel,6453,Enges,193.0,112.0,58.0310880829016,8.0,0.0,104.0,31.0,73.0,29.8076923076923
19,Aargau,4041,Stetten (AG),1359.0,510.0,37.5275938189845,5.0,0.0,505.0,189.0,316.0,37.4257425742574
11,Solothurn,2529,Oekingen,609.0,322.0,52.8735632183908,2.0,0.0,320.0,121.0,199.0,37.8125
10,Fribourg / Freiburg,2121,Haut-Intyamon,1015.0,430.0,42.3645320197044,10.0,1.0,419.0,123.0,296.0,29.3556085918854
1,Zürich,22,Benken (ZH),601.0,329.0,54.7420965058236,6.0,0.0,323.0,116.0,207.0,35.9133126934985
13,Basel-Landschaft,2864,Thürnen,918.0,399.0,43.4640522875817,9.0,7.0,383.0,166.0,217.0,43.3420365535248
17,St. Gallen,3424,Oberbüren,3073.0,1397.0,45.4604620891637,9.0,0.0,1388.0,359.0,1029.0,25.864553314121
22,Vaud,5755,Lignerolle,285.0,126.0,44.2105263157895,1.0,0.0,125.0,36.0,89.0,28.8
23,Valais / Wallis,6220,Vérossaz,530.0,317.0,59.811320754717,7.0,5.0,305.0,137.0,168.0,44.9180327868853
3,Luzern,1125,Dagmersellen,3626.0,1715.0,47.2972972972973,25.0,10.0,1680.0,426.0,1254.0,25.3571428571429
7,Nidwalden,1508,Oberdorf (NW),2347.0,1303.0,55.5176821474223,16.0,12.0,1275.0,448.0,827.0,35.1372549019608
11,Solothurn,2541,Balm bei Günsberg,159.0,97.0,61.0062893081761,0.0,0.0,97.0,42.0,55.0,43.298969072165
18,Graubünden / Grigioni / Grischun,3707,Lohn (GR),38.0,30.0,78.9473684210527,4.0,0.0,26.0,12.0,14.0,46.1538461538462
2,Bern / Berne,938,Sigriswil,3990.0,2157.0,54.0601503759399,37.0,0.0,2120.0,1188.0,932.0,56.0377358490566
17,St. Gallen,3235,Rheineck,1914.0,871.0,45.5067920585162,13.0,0.0,858.0,390.0,468.0,45.4545454545455
2,Bern / Berne,352,Bolligen,4801.0,2958.0,61.6121641324724,68.0,33.0,2857.0,1191.0,1666.0,41.6870843542177
23,Valais / Wallis,6135,Leytron,2206.0,1286.0,58.2955575702629,58.0,17.0,1211.0,495.0,716.0,40.8753096614368
19,Aargau,4320,Tegerfelden,785.0,338.0,43.0573248407643,8.0,0.0,330.0,107.0,223.0,32.4242424242424
19,Aargau,4047,Würenlingen,2816.0,1278.0,45.3835227272727,12.0,0.0,1266.0,456.0,810.0,36.0189573459716
22,Vaud,5531,Penthéréaz,304.0,144.0,47.3684210526316,7.0,0.0,137.0,42.0,95.0,30.6569343065694
22,Vaud,5494,Pampigny,751.0,453.0,60.3195739014647,23.0,1.0,429.0,127.0,302.0,29.6037296037296
17,St. Gallen,3255,Rebstein,2590.0,1351.0,52.1621621621622,10.0,1.0,1340.0,608.0,732.0,45.3731343283582
26,Jura,6810,La Baroche,932.0,410.0,43.9914163090129,13.0,0.0,397.0,136.0,261.0,34.2569269521411
22,Vaud,5408,Noville,634.0,274.0,43.217665615142,12.0,0.0,262.0,78.0,184.0,29.7709923664122
17,St. Gallen,3441,Andwil (SG),1406.0,707.0,50.2844950213371,5.0,0.0,702.0,203.0,499.0,28.9173789173789
4,Uri,1202,Andermatt,905.0,533.0,58.8950276243094,9.0,0.0,524.0,210.0,314.0,40.0763358778626
18,Graubünden / Grigioni / Grischun,3784,Pontresina,1196.0,595.0,49.7491638795987,5.0,9.0,581.0,276.0,305.0,47.5043029259897
23,Valais / Wallis,6287,Randa,270.0,137.0,50.7407407407408,3.0,1.0,133.0,93.0,40.0,69.9248120300752
22,Vaud,5511,Assens,718.0,340.0,47.3537604456825,25.0,0.0,315.0,102.0,213.0,32.3809523809524
21,Ticino,5208,Origlio,1010.0,536.0,53.0693069306931,25.0,0.0,511.0,255.0,256.0,49.9021526418787
20,Thurgau,4716,Bettwiesen,780.0,339.0,43.4615384615385,7.0,8.0,324.0,114.0,210.0,35.1851851851852
26,Jura,6806,Vendlincourt,478.0,221.0,46.234309623431,12.0,0.0,209.0,70.0,139.0,33.4928229665072
1,Zürich,56,Embrach,5487.0,2356.0,42.9378531073446,46.0,0.0,2310.0,1027.0,1283.0,44.4588744588745
20,Thurgau,4411,Egnach,3226.0,1592.0,49.3490390576566,17.0,21.0,1554.0,457.0,1097.0,29.4079794079794
2,Bern / Berne,536,Diemerswil,158.0,82.0,51.8987341772152,1.0,0.0,81.0,25.0,56.0,30.8641975308642
19,Aargau,4233,Kallern,260.0,140.0,53.8461538461539,3.0,0.0,137.0,42.0,95.0,30.6569343065694
1,Zürich,141,Thalwil,10626.0,5879.0,55.3265575004706,160.0,0.0,5719.0,2650.0,3069.0,46.3367721629656
22,Vaud,5714,Crassier,656.0,342.0,52.1341463414634,24.0,1.0,317.0,128.0,189.0,40.3785488958991
15,Appenzell Ausserrhoden,3031,Grub (AR),722.0,371.0,51.3850415512466,6.0,1.0,364.0,145.0,219.0,39.8351648351648
22,Vaud,5760,Rances,333.0,204.0,61.2612612612613,8.0,0.0,196.0,43.0,153.0,21.9387755102041
1,Zürich,155,Männedorf,7256.0,4339.0,59.7987872105844,132.0,2.0,4205.0,1978.0,2227.0,47.0392390011891
19,Aargau,4144,Schöftland,3064.0,1323.0,43.1788511749347,22.0,0.0,1301.0,549.0,752.0,42.1983089930822
2,Bern / Berne,985,Ochlenberg,472.0,251.0,53.1779661016949,1.0,0.0,250.0,53.0,197.0,21.2
1,Zürich,9010,ZH-Ausland-CH,28191.0,7452.0,26.4339682877514,175.0,2.0,7275.0,3166.0,4109.0,43.5189003436426
18,Graubünden / Grigioni / Grischun,3693,Nufenen,105.0,67.0,63.8095238095238,1.0,0.0,66.0,30.0,36.0,45.4545454545455
21,Ticino,5078,Prato (Leventina),277.0,165.0,59.5667870036101,14.0,0.0,151.0,80.0,71.0,52.9801324503311
24,Neuchâtel,6512,Val-de-Travers,7536.0,2736.0,36.3057324840764,118.0,0.0,2618.0,1058.0,1560.0,40.4125286478228
21,Ticino,5048,Acquarossa,1446.0,575.0,39.7648686030429,25.0,0.0,550.0,227.0,323.0,41.2727272727273
21,Ticino,5210,Paradiso,1645.0,700.0,42.5531914893617,18.0,6.0,676.0,297.0,379.0,43.9349112426036
19,Aargau,4140,Oberkulm,1707.0,814.0,47.6859988283538,13.0,0.0,801.0,336.0,465.0,41.9475655430712
21,Ticino,5117,Mergoscia,183.0,106.0,57.9234972677596,1.0,0.0,105.0,80.0,25.0,76.1904761904762
26,Jura,6753,Muriaux,432.0,225.0,52.0833333333333,5.0,0.0,220.0,63.0,157.0,28.6363636363636
21,Ticino,5219,Rovio,567.0,274.0,48.3245149911817,9.0,1.0,264.0,158.0,106.0,59.8484848484849
22,Vaud,5499,Senarclens,321.0,164.0,51.0903426791277,11.0,0.0,153.0,31.0,122.0,20.2614379084967
10,Fribourg / Freiburg,2123,Botterens,387.0,190.0,49.0956072351421,7.0,0.0,183.0,60.0,123.0,32.7868852459016
1,Zürich,93,Oberweningen,1187.0,621.0,52.3167649536647,8.0,0.0,613.0,288.0,325.0,46.9820554649266
2,Bern / Berne,989,Thörigen,868.0,390.0,44.9308755760369,11.0,0.0,379.0,133.0,246.0,35.0923482849604
20,Thurgau,4436,Romanshorn,6469.0,2821.0,43.6079765033235,50.0,32.0,2739.0,1162.0,1577.0,42.4242424242424
22,Vaud,5766,Vuiteboeuf,362.0,164.0,45.3038674033149,5.0,1.0,158.0,43.0,115.0,27.2151898734177
22,Vaud,5527,Morrens (VD),734.0,346.0,47.1389645776567,18.0,1.0,327.0,156.0,171.0,47.7064220183486
2,Bern / Berne,956,Rüegsau,2653.0,1266.0,47.7195627591406,32.0,0.0,1234.0,340.0,894.0,27.5526742301459
19,Aargau,4074,Oberwil-Lieli,1720.0,1015.0,59.0116279069768,16.0,0.0,999.0,412.0,587.0,41.2412412412412
2,Bern / Berne,996,Wolfisberg,155.0,94.0,60.6451612903226,2.0,0.0,92.0,37.0,55.0,40.2173913043478
17,St. Gallen,3315,Schänis,2652.0,1152.0,43.4389140271493,13.0,1.0,1138.0,483.0,655.0,42.4428822495606
22,Vaud,5690,Villars-le-Comte,101.0,53.0,52.4752475247525,2.0,1.0,50.0,12.0,38.0,24.0
19,Aargau,4061,Arni (AG),1272.0,671.0,52.751572327044,11.0,0.0,660.0,277.0,383.0,41.969696969697
16,Appenzell Innerrhoden,9160,AI-Ausland-CH,420.0,97.0,23.0952380952381,3.0,0.0,94.0,30.0,64.0,31.9148936170213
24,Neuchâtel,6504,La Côte-aux-Fées,377.0,207.0,54.9071618037135,10.0,0.0,197.0,79.0,118.0,40.1015228426396
21,Ticino,5189,Lamone,929.0,403.0,43.3799784714747,21.0,0.0,382.0,184.0,198.0,48.1675392670157
22,Vaud,5792,Montpreveyres,383.0,178.0,46.4751958224543,16.0,1.0,161.0,75.0,86.0,46.583850931677
23,Valais / Wallis,6057,Fiesch,697.0,329.0,47.2022955523673,5.0,5.0,319.0,176.0,143.0,55.1724137931035
22,Vaud,5851,Allaman,255.0,124.0,48.6274509803922,5.0,0.0,119.0,51.0,68.0,42.8571428571429
2,Bern / Berne,589,Oberried am Brienzersee,375.0,174.0,46.4,6.0,2.0,166.0,100.0,66.0,60.2409638554217
23,Valais / Wallis,6131,Bovernier,611.0,338.0,55.3191489361702,6.0,11.0,321.0,132.0,189.0,41.1214953271028
2,Bern / Berne,768,Spiez,9841.0,4867.0,49.4563560613759,151.0,0.0,4716.0,2543.0,2173.0,53.9228159457167
13,Basel-Landschaft,2860,Rünenberg,601.0,339.0,56.405990016639,6.0,3.0,330.0,144.0,186.0,43.6363636363636
17,St. Gallen,3213,Goldach,5782.0,2657.0,45.9529574541681,38.0,0.0,2619.0,1145.0,1474.0,43.7189767086674
19,Aargau,4024,Birmenstorf (AG),1940.0,926.0,47.7319587628866,11.0,0.0,915.0,316.0,599.0,34.5355191256831
19,Aargau,4322,Wislikofen,242.0,151.0,62.396694214876,1.0,0.0,150.0,46.0,104.0,30.6666666666667
19,Aargau,4209,Seon,3202.0,1822.0,56.9019362898189,33.0,14.0,1775.0,752.0,1023.0,42.3661971830986
2,Bern / Berne,587,Matten bei Interlaken,2833.0,1241.0,43.8051535474762,36.0,0.0,1205.0,666.0,539.0,55.2697095435685
2,Bern / Berne,402,Alchenstorf,460.0,220.0,47.8260869565217,3.0,0.0,217.0,57.0,160.0,26.2672811059908
10,Fribourg / Freiburg,2189,Ependes (FR),737.0,371.0,50.3392130257802,11.0,0.0,360.0,105.0,255.0,29.1666666666667
10,Fribourg / Freiburg,2337,Le Flon,816.0,363.0,44.4852941176471,23.0,0.0,340.0,92.0,248.0,27.0588235294118
23,Valais / Wallis,6250,Veyras,1264.0,821.0,64.9525316455696,32.0,18.0,771.0,369.0,402.0,47.8599221789883
22,Vaud,5403,Chessel,286.0,131.0,45.8041958041958,3.0,0.0,128.0,48.0,80.0,37.5
20,Thurgau,4621,Warth-Weiningen,975.0,617.0,63.2820512820513,16.0,12.0,589.0,206.0,383.0,34.974533106961
24,Neuchâtel,6407,Corcelles-Cormondrèche,3183.0,1587.0,49.8586239396796,119.0,1.0,1467.0,648.0,819.0,44.1717791411043
22,Vaud,5623,Buchillon,399.0,234.0,58.6466165413534,9.0,0.0,225.0,102.0,123.0,45.3333333333333
19,Aargau,4281,Reitnau,855.0,429.0,50.1754385964912,2.0,0.0,427.0,149.0,278.0,34.8946135831382
21,Ticino,5227,Torricella-Taverne,1824.0,829.0,45.4495614035088,42.0,5.0,782.0,379.0,403.0,48.4654731457801
1,Zürich,231,Zell (ZH),3758.0,1852.0,49.2815327301756,38.0,0.0,1814.0,918.0,896.0,50.606394707828
13,Basel-Landschaft,2785,Duggingen,1030.0,485.0,47.0873786407767,9.0,11.0,465.0,246.0,219.0,52.9032258064516
17,St. Gallen,3401,Degersheim,2555.0,1207.0,47.2407045009785,17.0,0.0,1190.0,459.0,731.0,38.5714285714286
17,St. Gallen,3271,Buchs (SG),6427.0,2806.0,43.6595612260775,29.0,0.0,2777.0,1406.0,1371.0,50.6301764494058
2,Bern / Berne,565,Kandersteg,905.0,463.0,51.1602209944752,5.0,0.0,458.0,255.0,203.0,55.6768558951965
10,Fribourg / Freiburg,2063,Billens-Hennens,547.0,232.0,42.4131627056673,6.0,0.0,226.0,46.0,180.0,20.353982300885
11,Solothurn,2423,Gänsbrunnen,69.0,36.0,52.1739130434783,0.0,0.0,36.0,17.0,19.0,47.2222222222222
10,Fribourg / Freiburg,2102,Ursy,2062.0,785.0,38.0698351115422,36.0,3.0,746.0,236.0,510.0,31.6353887399464
17,St. Gallen,3360,Nesslau,2699.0,1399.0,51.8340125972583,13.0,0.0,1386.0,549.0,837.0,39.6103896103896
23,Valais / Wallis,6056,Ernen,401.0,220.0,54.8628428927681,6.0,1.0,213.0,106.0,107.0,49.7652582159625
17,St. Gallen,3408,Uzwil,7500.0,3254.0,43.3866666666667,42.0,3.0,3209.0,1175.0,2034.0,36.6157681520723
3,Luzern,1130,Gettnau,714.0,347.0,48.5994397759104,3.0,0.0,344.0,79.0,265.0,22.9651162790698
3,Luzern,1094,Nottwil,2643.0,1385.0,52.4025728339009,26.0,12.0,1347.0,325.0,1022.0,24.1276911655531
19,Aargau,4139,Menziken,3160.0,1238.0,39.1772151898734,12.0,0.0,1226.0,578.0,648.0,47.1451876019576
10,Fribourg / Freiburg,2096,Romont (FR),2522.0,956.0,37.9064234734338,21.0,13.0,922.0,320.0,602.0,34.70715835141
23,Valais / Wallis,6151,Champéry,862.0,465.0,53.9443155452436,22.0,11.0,432.0,197.0,235.0,45.6018518518519
20,Thurgau,4726,Fischingen,2046.0,962.0,47.0185728250244,20.0,7.0,935.0,329.0,606.0,35.1871657754011
19,Aargau,4274,Brittnau,2869.0,1308.0,45.5907981875218,25.0,0.0,1283.0,520.0,763.0,40.5300077942323
21,Ticino,5251,Coldrerio,2112.0,945.0,44.7443181818182,44.0,5.0,896.0,427.0,469.0,47.65625
21,Ticino,5197,Melano,850.0,363.0,42.7058823529412,9.0,0.0,354.0,182.0,172.0,51.4124293785311
10,Fribourg / Freiburg,2200,Grolley,1208.0,499.0,41.3079470198676,26.0,0.0,473.0,170.0,303.0,35.9408033826639
19,Aargau,4252,Kaiseraugst,3244.0,1283.0,39.5499383477189,21.0,0.0,1262.0,606.0,656.0,48.0190174326466
22,Vaud,5746,Bavois,633.0,266.0,42.0221169036335,11.0,0.0,255.0,75.0,180.0,29.4117647058824
2,Bern / Berne,302,Bargen (BE),769.0,351.0,45.6436931079324,8.0,0.0,343.0,119.0,224.0,34.6938775510204
10,Fribourg / Freiburg,2153,Sorens,736.0,339.0,46.0597826086957,3.0,1.0,335.0,107.0,228.0,31.9402985074627
19,Aargau,4231,Dietwil,877.0,386.0,44.0136830102623,6.0,0.0,380.0,114.0,266.0,30.0
2,Bern / Berne,557,Zuzwil (BE),455.0,291.0,63.956043956044,8.0,0.0,283.0,103.0,180.0,36.3957597173145
19,Aargau,4319,Siglistorf,393.0,219.0,55.7251908396947,0.0,0.0,219.0,77.0,142.0,35.1598173515982
23,Valais / Wallis,6118,Gampel-Bratsch,1466.0,941.0,64.1882673942701,14.0,0.0,927.0,498.0,429.0,53.7216828478964
15,Appenzell Ausserrhoden,3037,Walzenhausen,1371.0,633.0,46.1706783369803,3.0,7.0,623.0,332.0,291.0,53.2905296950241
11,Solothurn,2535,Drei Höfe,589.0,294.0,49.9151103565365,4.0,1.0,289.0,128.0,161.0,44.2906574394464
5,Schwyz,1364,Ingenbohl,6101.0,3305.0,54.1714473037207,59.0,0.0,3246.0,1361.0,1885.0,41.9285274183611
4,Uri,1209,Gurtnellen,411.0,167.0,40.632603406326,3.0,0.0,164.0,89.0,75.0,54.2682926829268
